award_value,organisation
483000,The University of Warwick
73000,The University of Warwick
65000,The University of Warwick
43000,The University of Warwick
48000,The University of Warwick
49000,The University of Warwick
36000,The University of Warwick
81000,The University of Warwick
80000,The University of Warwick
24000,The University of Warwick
690000,The University of Warwick
151000,The University of Warwick
36000,The University of Warwick
36000,The University of Warwick
35000,The University of Warwick
24000,The University of Warwick
84000,The University of Warwick
77000,The University of West London
72000,The University of West London
80000,The University of West London
104000,The University of West London
533000,The University of Westminster
79000,The University of Westminster
30000,The University of Westminster
484000,The University of Westminster
18000,The University of Westminster
36000,The University of Westminster
54000,The University of Westminster
36000,The University of Winchester
35000,The University of Winchester
66000,The University of Wolverhampton
656000,The University of Wolverhampton
79000,The University of Wolverhampton
198000,The University of York
68000,The University of York
75000,The University of York
69000,The University of York
48000,The University of York
47000,The University of York
30000,The University of York
80000,The University of York
82000,The University of York
171000,The University of York
665000,The University of York
38000,The University of York
200000,The University of York
184000,The University of York
48000,The University of York
42000,The University of York
77000,The University of York
169000,The University of York
102000,The University of York
59000,The University of York
60000,The University of York
807000,The University of York
5544000,The University of York
86000,The University of York
802000,The University of York
81000,The University of York
32000,The University of York
26000,The University of York
91000,The University of York
814000,The University of York
24000,The University of York
157000,The University of York
53000,The University of York
125000,The University of York
166000,Ulster University
76000,Ulster University
36000,Ulster University
80000,Ulster University
78000,Ulster University
194000,Ulster University
80000,Ulster University
202000,Ulster University
5626000,Ulster University
65000,Ulster University
178000,Ulster University
1845000,Ulster University
483000,University College London
113000,University College London
97000,University College London
568000,University College London
114000,University College London
27000,University College London
500000,University College London
653000,University College London
181000,University College London
261000,University College London
120000,University College London
1058000,University College London
79000,University College London
752000,University College London
198000,University College London
202000,University College London
201000,University College London
548000,University College London
1853000,University College London
98000,University College London
202000,University College London
200000,University College London
76000,University College London
125000,University College London
682000,University College London
34000,University College London
208000,University College London
173000,University College London
80000,University College London
121000,University College London
285000,University College London
53000,University of Bedfordshire
210000,University of Bedfordshire
29000,University of Chester
25000,University of Chester
455000,University of Chester
55000,University of Derby
784000,University of Durham
137000,University of Durham
522000,University of Durham
80000,University of Durham
195000,University of Durham
63000,University of Durham
690000,University of Durham
155000,University of Durham
705000,University of Durham
48000,University of Durham
44000,University of Durham
75000,University of Durham
36000,University of Durham
165000,University of Durham
418000,University of Durham
