fy_decision_date,ukri_council,grant_category,reference,organisation
2018-19,EPSRC,Research and Innovation Grant,EP/S014403/1,The University of St Andrews
2018-19,EPSRC,Research and Innovation Grant,EP/S014985/1,The University of Sheffield
2018-19,EPSRC,Research and Innovation Grant,EP/S014985/1,"Imperial College of Science, Technology and Medicine"
2018-19,EPSRC,Research and Innovation Grant,EP/S014985/1,The University of Sheffield
2018-19,EPSRC,Research and Innovation Grant,EP/S015310/1,Newcastle University
2018-19,EPSRC,Research and Innovation Grant,EP/S015310/1,Newcastle University
2018-19,EPSRC,Research and Innovation Grant,EP/S01540X/1,The University of Leeds
2018-19,EPSRC,Research and Innovation Grant,EP/S01540X/1,The University of Leeds
2018-19,EPSRC,Research and Innovation Grant,EP/S01540X/1,The University of Leeds
2018-19,EPSRC,Research and Innovation Grant,EP/S015418/1,The University of Southampton
2018-19,EPSRC,Research and Innovation Grant,EP/S015418/1,The University of Southampton
2018-19,EPSRC,Research and Innovation Grant,EP/S015418/1,The University of Southampton
2018-19,EPSRC,Research and Innovation Grant,EP/S015493/1,The University of Cambridge
2018-19,EPSRC,Research and Innovation Grant,EP/S015523/1,Swansea University
2018-19,EPSRC,Research and Innovation Grant,EP/S015868/1,The Nottingham Trent University
2018-19,EPSRC,Research and Innovation Grant,EP/S015884/1,The University of Strathclyde
2018-19,EPSRC,Research and Innovation Grant,EP/S015892/1,Queen's University Belfast
2018-19,EPSRC,Research and Innovation Grant,EP/S015906/1,The University of Oxford
2018-19,EPSRC,Research and Innovation Grant,EP/S015973/1,University of Durham
2018-19,EPSRC,Research and Innovation Grant,EP/S015973/1,University of Durham
2018-19,EPSRC,Research and Innovation Grant,EP/S016139/1,The University of Edinburgh
2018-19,EPSRC,Research and Innovation Grant,EP/S016139/1,The University of Edinburgh
2018-19,EPSRC,Research and Innovation Grant,EP/S016147/1,The University of Portsmouth
2018-19,EPSRC,Research and Innovation Grant,EP/S016171/1,Aston University
2018-19,EPSRC,Research and Innovation Grant,EP/S016201/1,The University of St Andrews
2018-19,EPSRC,Research and Innovation Grant,EP/S016201/1,The University of St Andrews
2018-19,EPSRC,Research and Innovation Grant,EP/S016228/1,University of Nottingham
2018-19,EPSRC,Research and Innovation Grant,EP/S016260/1,Aston University
2018-19,EPSRC,Research and Innovation Grant,EP/S016317/1,The University of Surrey
2018-19,EPSRC,Research and Innovation Grant,EP/S016317/1,The University of Surrey
2018-19,EPSRC,Research and Innovation Grant,EP/S016317/1,The University of Surrey
2018-19,EPSRC,Research and Innovation Grant,EP/S016368/1,The University of Southampton
2018-19,EPSRC,Research and Innovation Grant,EP/S016376/1,University College London
2018-19,EPSRC,Research and Innovation Grant,EP/S016376/1,Cardiff University
2018-19,EPSRC,Research and Innovation Grant,EP/S016376/1,Cardiff University
2018-19,EPSRC,Research and Innovation Grant,EP/S016406/1,The University of Leeds
2018-19,EPSRC,Research and Innovation Grant,EP/S016406/1,The University of Leeds
2018-19,EPSRC,Research and Innovation Grant,EP/S016406/1,The University of Leeds
2018-19,EPSRC,Research and Innovation Grant,EP/S016430/1,Loughborough University
2018-19,EPSRC,Research and Innovation Grant,EP/S016465/1,Cardiff University
2018-19,EPSRC,Research and Innovation Grant,EP/S016473/1,Royal Holloway and Bedford New College
2018-19,EPSRC,Research and Innovation Grant,EP/S016481/1,University College London
2018-19,EPSRC,Research and Innovation Grant,EP/S016538/1,"Imperial College of Science, Technology and Medicine"
2018-19,EPSRC,Research and Innovation Grant,EP/S016554/1,University College London
2018-19,EPSRC,Research and Innovation Grant,EP/S016562/1,The University of Leeds
2018-19,EPSRC,Research and Innovation Grant,EP/S016562/1,The University of Leeds
2018-19,EPSRC,Research and Innovation Grant,EP/S016570/1,The University of Leeds
2018-19,EPSRC,Research and Innovation Grant,EP/S016570/1,The University of Cambridge
2018-19,EPSRC,Research and Innovation Grant,EP/S016570/1,The University of Cambridge
2018-19,EPSRC,Research and Innovation Grant,EP/S016570/1,The University of Edinburgh
2018-19,EPSRC,Research and Innovation Grant,EP/S016570/1,The University of Edinburgh
2018-19,EPSRC,Research and Innovation Grant,EP/S016570/1,The University of Leeds
2018-19,EPSRC,Research and Innovation Grant,EP/S016589/1,The University of Birmingham
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,Swansea University
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,Cardiff University
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,Cardiff University
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,Cardiff University
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,Cardiff University
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,"Imperial College of Science, Technology and Medicine"
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,"Imperial College of Science, Technology and Medicine"
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,"Imperial College of Science, Technology and Medicine"
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,"Imperial College of Science, Technology and Medicine"
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,Loughborough University
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,Loughborough University
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,Loughborough University
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,Loughborough University
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,Newcastle University
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,Newcastle University
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,Newcastle University
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,Newcastle University
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,Newcastle University
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,Swansea University
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,Swansea University
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,Swansea University
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,Swansea University
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,Swansea University
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,Swansea University
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,The University of Bath
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,The University of Bath
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,The University of Bath
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,The University of Birmingham
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,The University of Birmingham
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,The University of Sheffield
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,The University of Sheffield
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,The University of Sheffield
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,The University of Sheffield
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,University College London
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,University of Nottingham
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,University of Nottingham
2018-19,EPSRC,Research and Innovation Grant,EP/S016627/1,University of Nottingham
2018-19,EPSRC,Research and Innovation Grant,EP/S016694/1,Queen Mary University of London
2018-19,EPSRC,Research and Innovation Grant,EP/S016813/1,The University of Sheffield
2018-19,EPSRC,Research and Innovation Grant,EP/S016813/1,The University of Birmingham
2018-19,EPSRC,Research and Innovation Grant,EP/S016813/1,The University of Birmingham
2018-19,EPSRC,Research and Innovation Grant,EP/S016813/1,The University of Bristol
2018-19,EPSRC,Research and Innovation Grant,EP/S016813/1,The University of Bristol
2018-19,EPSRC,Research and Innovation Grant,EP/S016813/1,The University of Leeds
2018-19,EPSRC,Research and Innovation Grant,EP/S016813/1,The University of Leeds
2018-19,EPSRC,Research and Innovation Grant,EP/S016813/1,The University of Leeds
2018-19,EPSRC,Research and Innovation Grant,EP/S016813/1,The University of Sheffield
2018-19,EPSRC,Research and Innovation Grant,EP/S016813/1,The University of Sheffield
2018-19,EPSRC,Research and Innovation Grant,EP/S016813/1,The University of Sheffield
2018-19,EPSRC,Research and Innovation Grant,EP/S016813/1,The University of Sheffield
2018-19,EPSRC,Research and Innovation Grant,EP/S016813/1,The University of Sheffield
2018-19,EPSRC,Research and Innovation Grant,EP/S016872/1,University College London
2018-19,EPSRC,Research and Innovation Grant,EP/S016872/1,Leeds Teaching Hospitals NHS Trust
2018-19,EPSRC,Research and Innovation Grant,EP/S016996/1,The University of Bristol
2018-19,EPSRC,Research and Innovation Grant,EP/S016996/1,The University of Bristol
2018-19,EPSRC,Research and Innovation Grant,EP/S016996/1,The University of Bristol
2018-19,EPSRC,Research and Innovation Grant,EP/S016996/1,The University of Bristol
2018-19,EPSRC,Research and Innovation Grant,EP/S016996/1,The University of Bristol
2018-19,EPSRC,Research and Innovation Grant,EP/S01702X/1,The University of Manchester
2018-19,EPSRC,Research and Innovation Grant,EP/S01702X/1,CCFE/UKAEA
2018-19,EPSRC,Research and Innovation Grant,EP/S01702X/1,"Imperial College of Science, Technology and Medicine"
2018-19,EPSRC,Research and Innovation Grant,EP/S01702X/1,"Imperial College of Science, Technology and Medicine"
2018-19,EPSRC,Research and Innovation Grant,EP/S01702X/1,"Imperial College of Science, Technology and Medicine"
2018-19,EPSRC,Research and Innovation Grant,EP/S01702X/1,"Imperial College of Science, Technology and Medicine"
2018-19,EPSRC,Research and Innovation Grant,EP/S01702X/1,The University of Manchester
2018-19,EPSRC,Research and Innovation Grant,EP/S01702X/1,The University of Manchester
2018-19,EPSRC,Research and Innovation Grant,EP/S01702X/1,The University of Manchester
2018-19,EPSRC,Research and Innovation Grant,EP/S01702X/1,The University of Manchester
2018-19,EPSRC,Research and Innovation Grant,EP/S01702X/1,The University of Oxford
2018-19,EPSRC,Research and Innovation Grant,EP/S01702X/1,The University of Oxford
2018-19,EPSRC,Research and Innovation Grant,EP/S01702X/1,The University of Oxford
2018-19,EPSRC,Research and Innovation Grant,EP/S01702X/1,The University of Oxford
2018-19,EPSRC,Research and Innovation Grant,EP/S017038/1,The University of Bristol
2018-19,EPSRC,Research and Innovation Grant,EP/S017038/1,The University of Bath
2018-19,EPSRC,Research and Innovation Grant,EP/S017038/1,The University of Bath
2018-19,EPSRC,Research and Innovation Grant,EP/S017038/1,The University of Bath
2018-19,EPSRC,Research and Innovation Grant,EP/S017038/1,The University of Bath
2018-19,EPSRC,Research and Innovation Grant,EP/S017038/1,The University of Bristol
2018-19,EPSRC,Research and Innovation Grant,EP/S017038/1,The University of Bristol
2018-19,EPSRC,Research and Innovation Grant,EP/S017038/1,The University of Bristol
2018-19,EPSRC,Research and Innovation Grant,EP/S017038/1,The University of Bristol
2018-19,EPSRC,Research and Innovation Grant,EP/S017038/1,The University of Exeter
2018-19,EPSRC,Research and Innovation Grant,EP/S017038/1,The University of Southampton
2018-19,EPSRC,Research and Innovation Grant,EP/S017038/1,The University of Southampton
2018-19,EPSRC,Research and Innovation Grant,EP/S017046/1,The University of Glasgow
2018-19,EPSRC,Research and Innovation Grant,EP/S017046/1,The University of Glasgow
2018-19,EPSRC,Fellowship,EP/S017054/1,The University of Southampton
2018-19,EPSRC,Research and Innovation Grant,EP/S017097/1,The University of Greenwich
2018-19,EPSRC,Research and Innovation Grant,EP/S017127/1,The University of Leeds
2018-19,EPSRC,Research and Innovation Grant,EP/S017127/1,The University of Leeds
2018-19,EPSRC,Research and Innovation Grant,EP/S017216/1,The University of East Anglia
2018-19,EPSRC,Research and Innovation Grant,EP/S017224/1,The University of Manchester
2018-19,EPSRC,Research and Innovation Grant,EP/S017283/1,The University of Sheffield
2018-19,EPSRC,Research and Innovation Grant,EP/S017283/1,The University of Sheffield
2018-19,EPSRC,Research and Innovation Grant,EP/S017283/1,The University of Sheffield
2018-19,EPSRC,Research and Innovation Grant,EP/S017283/1,The University of Sheffield
2018-19,EPSRC,Research and Innovation Grant,EP/S017313/1,The University of East Anglia
2018-19,EPSRC,Research and Innovation Grant,EP/S017445/1,The University of Dundee
2018-19,EPSRC,Fellowship,EP/S017542/1,The University of Bristol
2018-19,EPSRC,Research and Innovation Grant,EP/S017577/1,University of Durham
2018-19,EPSRC,Research and Innovation Grant,EP/S017577/1,University of Durham
2018-19,EPSRC,Research and Innovation Grant,EP/S017593/1,The University of Manchester
2018-19,EPSRC,Research and Innovation Grant,EP/S017593/1,The University of Manchester
2018-19,EPSRC,Research and Innovation Grant,EP/S017607/1,King's College London
2018-19,EPSRC,Research and Innovation Grant,EP/S017607/1,King's College London
2018-19,EPSRC,Research and Innovation Grant,EP/S017615/1,The University of Bath
2018-19,EPSRC,Research and Innovation Grant,EP/S017615/1,"Imperial College of Science, Technology and Medicine"
2018-19,EPSRC,Research and Innovation Grant,EP/S017615/1,The University of Bath
2018-19,EPSRC,Research and Innovation Grant,EP/S017615/1,The University of Bath
2018-19,EPSRC,Research and Innovation Grant,EP/S017615/1,The University of Bath
2018-19,EPSRC,Research and Innovation Grant,EP/S017623/1,The University of Liverpool
2018-19,EPSRC,Research and Innovation Grant,EP/S017623/1,The University of Liverpool
2018-19,EPSRC,Research and Innovation Grant,EP/S017623/1,The University of Liverpool
2018-19,EPSRC,Research and Innovation Grant,EP/S017623/1,The University of Liverpool
2018-19,EPSRC,Research and Innovation Grant,EP/S017623/1,The University of Liverpool
2018-19,EPSRC,Research and Innovation Grant,EP/S01764X/1,The University of Leeds
2018-19,EPSRC,Research and Innovation Grant,EP/S01764X/1,The University of Leeds
2018-19,EPSRC,Research and Innovation Grant,EP/S01764X/1,The University of Leeds
2018-19,EPSRC,Research and Innovation Grant,EP/S01764X/1,The University of Leeds
2018-19,EPSRC,Research and Innovation Grant,EP/S01764X/1,The University of Leeds
2018-19,EPSRC,Research and Innovation Grant,EP/S01764X/1,The University of Leeds
2018-19,EPSRC,Research and Innovation Grant,EP/S01764X/1,The University of Leeds
2018-19,EPSRC,Research and Innovation Grant,EP/S01764X/1,The University of Leeds
2018-19,EPSRC,Research and Innovation Grant,EP/S017658/1,The University of Oxford
2018-19,EPSRC,Research and Innovation Grant,EP/S017682/1,The University of Exeter
2018-19,EPSRC,Research and Innovation Grant,EP/S017690/1,Loughborough University
